impacto_presupuestario_anio,impacto_presupuestario_mes,ejercicio_presupuestario,sector_id,sector_desc,subsector_id,subsector_desc,caracter_id,caracter_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,entidad_id,entidad_desc,servicio_id,servicio_desc,tipo_id,tipo_desc,clase_id,clase_desc,concepto_id,concepto_desc,subconcepto_id,subconcepto_desc,fuente_financiamiento_id,fuente_financiamiento_id_desc,clasificador_economico_8_digitos_id,clasificador_economico_8_digitos_desc,prestamo_externo_id,prestamo_externo_desc,recurso_inicial,recurso_vigente,recurso_ingresado_percibido,ultima_actualizacion_fecha
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,315,Imprenta del Congreso de la Nación,14,Venta de Bienes y Servicios de Administraciones Públicas,1,Venta de Bienes,1,Bienes Varios de la Administración Nacional,60,Imprenta del Congreso,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,30,30,0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,340,Procuración Penitenciaria de la Nación,17,Transferencias Corrientes,6,Del Sector Externo,2,De Organismos Internacionales,0,De Organismos Internacionales,2.1,Transferencias Externas,11732000,De Organismos Internacionales,90055200,DONACION OACNUDH,"2,955","2,955",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,11,Ingresos Tributarios,9,Otros Impuestos,9,Otros,29,Varios,1.3,Recursos con Afectación Específica,11123000,Otros Impuestos,0,GENERICO,"473,907469","473,907469","35,14989427",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,320,Consejo de la Magistratura,11,Ingresos Tributarios,9,Otros Impuestos,9,Otros,43,Fondo Nacional de la Justicia-3.5% Tributarios del Tesoro,1.3,Recursos con Afectación Específica,11123000,Otros Impuestos,0,GENERICO,"100680,683502","100680,683502",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,320,Consejo de la Magistratura,12,Ingresos No Tributarios,9,Otros,2,Especificados,43,Fondo Nacional de Justicia,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"323,205515","323,205515",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,335,Corte Suprema de Justicia de la Nación,11,Ingresos Tributarios,9,Otros Impuestos,9,Otros,43,Fondo Nacional de la Justicia-3.5% Tributarios del Tesoro,1.3,Recursos con Afectación Específica,11123000,Otros Impuestos,0,GENERICO,"19586,344572","19586,344572","1907,03004603",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,335,Corte Suprema de Justicia de la Nación,12,Ingresos No Tributarios,1,Tasas,5,Judiciales Ley 23898,43,Fondo Nacional de la Justicia,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"3794,118","3794,118","87,56045114",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,335,Corte Suprema de Justicia de la Nación,12,Ingresos No Tributarios,9,Otros,2,Especificados,43,Fondo Nacional de Justicia,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"62,876158","62,876158","1376,99662006",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,335,Corte Suprema de Justicia de la Nación,12,Ingresos No Tributarios,9,Otros,2,Especificados,93,Corte Suprema de Justicia - Varios no Tributarios,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"9234,633","9234,633",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,10,Ministerio Público,0,Ministerio Público,0,Ministerio Público,360,Procuración General de la Nación,14,Venta de Bienes y Servicios de Administraciones Públicas,2,Venta de Servicios,1,Servicios Varios de la Administración Nacional,29,Otros,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"108,097233","108,097233","9,99905751",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,10,Ministerio Público,0,Ministerio Público,0,Ministerio Público,361,Defensoría General de la Nación,12,Ingresos No Tributarios,9,Otros,9,No Especificados,29,Otros,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"63,7","63,7",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,10,Ministerio Público,0,Ministerio Público,0,Ministerio Público,361,Defensoría General de la Nación,14,Venta de Bienes y Servicios de Administraciones Públicas,2,Venta de Servicios,1,Servicios Varios de la Administración Nacional,94,Defensoría General de la Nación,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"4,5","4,5",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,10,Ministerio Público,0,Ministerio Público,0,Ministerio Público,361,Defensoría General de la Nación,17,Transferencias Corrientes,6,Del Sector Externo,2,De Organismos Internacionales,0,De Organismos Internacionales,2.1,Transferencias Externas,11732000,De Organismos Internacionales,0,GENERICO,"0,5","0,5",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,20,Presidencia de la Nación,1,Secretaría General de la Presidencia de la Nación,0,Secretaría General de la Presidencia de la Nación,301,Secretaría General de la Presidencia de la Nación,17,Transferencias Corrientes,6,Del Sector Externo,2,De Organismos Internacionales,0,De Organismos Internacionales,2.1,Transferencias Externas,11732000,De Organismos Internacionales,90052200,PNUD  00124302  Actividad Comunidades de Crianza del proyecto Primera infancia y,"10,015","10,015",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,20,Presidencia de la Nación,8,Agencia Federal de Inteligencia,0,Agencia Federal de Inteligencia,302,Agencia Federal de Inteligencia,21,Recursos Propios de Capital,1,Venta de Activos,2,Venta de Edificios e Instalaciones,2,Decreto 1.382/12 - Artículo 15 - 70%,1.3,Recursos con Afectación Específica,12111000,De Activos Fijos,0,GENERICO,"5,68","5,68",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,20,Presidencia de la Nación,8,Agencia Federal de Inteligencia,0,Agencia Federal de Inteligencia,302,Agencia Federal de Inteligencia,21,Recursos Propios de Capital,1,Venta de Activos,3,Venta de Maquinarias y Equipos,0,Venta de Maquinarias y Equipos,1.3,Recursos con Afectación Específica,12111000,De Activos Fijos,0,GENERICO,"52,236","52,236",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,25,Jefatura de Gabinete de Ministros,1,Jefatura de Gabinete de Ministros,0,Jefatura de Gabinete de Ministros,305,Jefatura de Gabinete de Ministros,13,Aportes y Contribuciones,1,Aportes y Contribuciones a la Seguridad Social,2,Contribuciones Patronales,29,Otras,1.3,Recursos con Afectación Específica,11200000,Aportes y Contribuciones a la Seguridad Social,0,GENERICO,130,130,"33,65430512",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,25,Jefatura de Gabinete de Ministros,2,Secretaría de Políticas Integrales sobre Drogas de la Nación Argentina (SEDRONAR),0,Secretaría de Políticas Integrales sobre Drogas de la Nación Argentina (SEDRONAR),303,Secretaría de Políticas Integrales sobre Drogas de la Nación Argentina (SEDRONAR),14,Venta de Bienes y Servicios de Administraciones Públicas,1,Venta de Bienes,1,Bienes Varios de la Administración Nacional,32,LEY 23.737 - ARTICULO 39 (LEY DE ESTUPEFACIENTES),1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"9,432","9,432","2,30756462",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,325,Ministerio del Interior,11,Ingresos Tributarios,2,Sobre el Patrimonio,5,Bienes Personales,85,ATN 1% Bienes Personales,1.3,Recursos con Afectación Específica,11112000,Sobre el Patrimonio,0,GENERICO,"2475,359697","2475,359697","50,16234028",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,325,Ministerio del Interior,11,Ingresos Tributarios,9,Otros Impuestos,9,Otros,76,Fondo ATN a Provincias - 1% Coparticipados brutos,1.3,Recursos con Afectación Específica,11123000,Otros Impuestos,0,GENERICO,"52532,259706","52532,259706","5554,72074246",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,325,Ministerio del Interior,12,Ingresos No Tributarios,1,Tasas,9,Otras,52,Superintendencia Nacional de Fronteras,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"45,8","45,8","7,2008",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",307,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",11,Ingresos Tributarios,7,Sobre el comercio y las transacciones internacionales,3,Estadística,42,MRECIyC-1% de las Importaciones Sujetas a Estadística,1.3,Recursos con Afectación Específica,11122000,Sobre el comercio y las transacciones internacionales,0,GENERICO,"23836,741278","23836,741278","2041,8668042",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",307,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",12,Ingresos No Tributarios,1,Tasas,9,Otras,77,MRECIyC - Rentas Consulares,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,150,150,"15,2303",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",307,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",12,Ingresos No Tributarios,1,Tasas,9,Otras,78,MRECIYC - RENTAS CONSULARES (TRAMITES EN EL EXTERIOR),1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"1826,866359","1826,866359",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",307,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",12,Ingresos No Tributarios,5,Alquileres,9,Otros,29,Otros,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"3,74","3,74",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",307,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",12,Ingresos No Tributarios,9,Otros,1,Afectaciones y Devoluciones,14,Artículo 35 - Ley 26.895,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"35,75","35,75",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos No Tributarios,1,Tasas,4,Sociedades por Acciones Dto. 1547/78,48,Inspección General de Justicia,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"95,441256","95,441256","4,52245422",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos No Tributarios,1,Tasas,6,Sociedades de Capitalización,48,Inspección General de Justicia,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"111,980304","111,980304","95,15400928",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos No Tributarios,1,Tasas,9,Otras,51,Dirección Registro de la Propiedad del Automotor,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"18460,257777","18460,257777","1835,35725481",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos No Tributarios,1,Tasas,9,Otras,84,Mediación y Connciliación Ley 24.573,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"16,189","16,189",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos No Tributarios,2,Derechos,3,De Inscripción,84,Mediación y Conciliación Ley 24573,1.3,Recursos con Afectación Específica,11320000,Derechos,0,GENERICO,"3,152","3,152","0,4508",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos No Tributarios,6,Multas,1,Multas por Infracciones,84,Mediación y Conciliación Ley 24573,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"1,353896","1,353896",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,0,Servicio Penitenciario Federal,331,Servicio Penitenciario Federal,12,Ingresos No Tributarios,9,Otros,2,Especificados,65,DIRECCION NACIONAL DE SERVICIO PENITENCIARIO FEDERAL,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"2,5","2,5","0,02818953",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,0,Servicio Penitenciario Federal,331,Servicio Penitenciario Federal,14,Venta de Bienes y Servicios de Administraciones Públicas,2,Venta de Servicios,1,Servicios Varios de la Administración Nacional,68,Dir. Nac. de Serv. Penitenciario Federal - Producidos Varios,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"35,5875","35,5875","2,503875",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,0,Servicio Penitenciario Federal,334,Ente de Cooperación Técnica y Financiera del Servicio Penitenciario Federal,14,Venta de Bienes y Servicios de Administraciones Públicas,1,Venta de Bienes,1,Bienes Varios de la Administración Nacional,95,LEY 24.372 - ENTE COOPERADOR PENITENCIARIO,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"32,692341","32,692341","8,22606406",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,0,Servicio Penitenciario Federal,334,Ente de Cooperación Técnica y Financiera del Servicio Penitenciario Federal,14,Venta de Bienes y Servicios de Administraciones Públicas,2,Venta de Servicios,1,Servicios Varios de la Administración Nacional,95,LEY 24.372 - ENTE COOPERADOR PENITENCIARIO,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"5,308644","5,308644",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,1,Ministerio de Seguridad,0,Ministerio de Seguridad,343,Ministerio de Seguridad,12,Ingresos No Tributarios,6,Multas,1,Multas por Infracciones,7,Multas Registro Nacional de Precursores Químicos art. 14 y 18 Ley 26. 045,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"3,5","3,5","0,02461595",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,1,Ministerio de Seguridad,0,Ministerio de Seguridad,343,Ministerio de Seguridad,12,Ingresos No Tributarios,9,Otros,1,Afectaciones y Devoluciones,10,LEY 25.848 - SUBSIDIO CUERPO BOMBEROS VOLUNTARIOS,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"4173,481982","4173,481982","1424,13497817",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,1,Ministerio de Seguridad,0,Ministerio de Seguridad,343,Ministerio de Seguridad,14,Venta de Bienes y Servicios de Administraciones Públicas,1,Venta de Bienes,1,Bienes Varios de la Administración Nacional,29,Otros,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"0,336","0,336","0,1156436",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,12,Ingresos No Tributarios,5,Alquileres,1,De Inmuebles,2,Decreto 1.382/12 - Artículo 15 - 70%,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,13,13,0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,12,Ingresos No Tributarios,9,Otros,2,Especificados,58,Policía Federal,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"3,8","3,8","3,22601946",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,14,Venta de Bienes y Servicios de Administraciones Públicas,1,Venta de Bienes,1,Bienes Varios de la Administración Nacional,58,Policía Federal,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"0,151","0,151","0,1355",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,14,Venta de Bienes y Servicios de Administraciones Públicas,2,Venta de Servicios,1,Servicios Varios de la Administración Nacional,58,Policía Federal,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"1752,099","1752,099","130,31325771",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,17,Transferencias Corrientes,4,De Instituciones Públicas no Financieras,9,De Fondos Fiduciarios y otros  Entes del SPN no Financiero,29,Otros,1.4,Transferencias Internas,11722300,De Fondos Fiduciarios y Otros Entes del SPN no Financiero,0,GENERICO,15,15,0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,21,Recursos Propios de Capital,1,Venta de Activos,9,Venta de Otros Bienes,29,Otros,1.3,Recursos con Afectación Específica,12111000,De Activos Fijos,0,GENERICO,"0,05","0,05",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,5,Gendarmería Nacional,0,Gendarmería Nacional,375,Gendarmería Nacional,12,Ingresos No Tributarios,5,Alquileres,9,Otros,29,Otros,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"0,2","0,2","1,98936",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,5,Gendarmería Nacional,0,Gendarmería Nacional,375,Gendarmería Nacional,12,Ingresos No Tributarios,9,Otros,2,Especificados,61,Dirección Nacional de Gendarmería,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"3,962","3,962",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,5,Gendarmería Nacional,0,Gendarmería Nacional,375,Gendarmería Nacional,14,Venta de Bienes y Servicios de Administraciones Públicas,2,Venta de Servicios,1,Servicios Varios de la Administración Nacional,61,Dirección Nacional de Gendarmería,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"1076,51773","1076,51773","31,00503526",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,6,Prefectura Naval Argentina,0,Prefectura Naval Argentina,380,Prefectura Naval Argentina,12,Ingresos No Tributarios,1,Tasas,9,Otras,74,PREFECTURA NAVAL ARGENTINA,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"1151,067","1151,067","119,01209223",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,6,Prefectura Naval Argentina,0,Prefectura Naval Argentina,380,Prefectura Naval Argentina,12,Ingresos No Tributarios,2,Derechos,9,Otros,74,PREFECTURA NAVAL ARGENTINA,1.3,Recursos con Afectación Específica,11320000,Derechos,0,GENERICO,"95,588","95,588","50,32802485",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,6,Prefectura Naval Argentina,0,Prefectura Naval Argentina,380,Prefectura Naval Argentina,12,Ingresos No Tributarios,6,Multas,1,Multas por Infracciones,74,PREFECTURA NAVAL ARGENTINA,1.3,Recursos con Afectación Específica,11330000,Otros No Tributarios,0,GENERICO,"36,543","36,543","3,8089279",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,6,Prefectura Naval Argentina,0,Prefectura Naval Argentina,380,Prefectura Naval Argentina,14,Venta de Bienes y Servicios de Administraciones Públicas,2,Venta de Servicios,1,Servicios Varios de la Administración Nacional,2,SERVICIOS REQUERIDOS POR TERCEROS,1.3,Recursos con Afectación Específica,11400000,Ventas de Bienes y Serv. de las Administraciones Públicas,0,GENERICO,"548,873","548,873","75,36879334",Última actualización del ejercicio 2022: 05 Agosto 2022.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,7,Policía de Seguridad Aeroportuaria,0,Policía de Seguridad Aeroportuaria,382,Policía de Seguridad Aeroportuaria,12,Ingresos No Tributarios,2,Derechos,3,De Inscripción,12,POLICIA DE SEGURIDAD AEROPORTUARIA,1.3,Recursos con Afectación Específica,11320000,Derechos,0,GENERICO,"3,112","3,112",0,Última actualización del ejercicio 2022: 05 Agosto 2022.
